text,sentiment
obsessively,Negative
obsessiveness,Negative
obsolete,Negative
obstacle,Negative
obstinate,Negative
obstinately,Negative
obstruct,Negative
obstructed,Negative
obstructing,Negative
obstruction,Negative
obstructs,Negative
obtrusive,Negative
obtuse,Negative
occlude,Negative
occluded,Negative
occludes,Negative
occluding,Negative
odd,Negative
odder,Negative
oddest,Negative
oddities,Negative
oddity,Negative
oddly,Negative
odor,Negative
offence,Negative
offend,Negative
offender,Negative
offending,Negative
offenses,Negative
offensive,Negative
offensively,Negative
offensiveness,Negative
officious,Negative
ominous,Negative
ominously,Negative
omission,Negative
omit,Negative
onerous,Negative
onerously,Negative
onslaught,Negative
opinionated,Negative
opponent,Negative
opportunistic,Negative
oppose,Negative
opposition,Negative
oppositions,Negative
oppress,Negative
oppression,Negative
oppressive,Negative
oppressively,Negative
oppressiveness,Negative
oppressors,Negative
ordeal,Negative
orphan,Negative
ostracize,Negative
outbreak,Negative
outburst,Negative
outbursts,Negative
outcast,Negative
outcry,Negative
outlaw,Negative
outmoded,Negative
outrage,Negative
outraged,Negative
outrageous,Negative
outrageously,Negative
outrageousness,Negative
outrages,Negative
outsider,Negative
overact,Negative
overacted,Negative
overawe,Negative
overbalance,Negative
overbalanced,Negative
overbearing,Negative
overbearingly,Negative
overblown,Negative
overdo,Negative
overdone,Negative
overdue,Negative
overemphasize,Negative
overheat,Negative
overkill,Negative
overloaded,Negative
overlook,Negative
overpaid,Negative
overpayed,Negative
overplay,Negative
overpower,Negative
overpriced,Negative
overrated,Negative
overreach,Negative
overrun,Negative
overshadow,Negative
oversight,Negative
oversights,Negative
oversimplification,Negative
oversimplified,Negative
oversimplify,Negative
oversize,Negative
overstate,Negative
overstated,Negative
overstatement,Negative
overstatements,Negative
overstates,Negative
overtaxed,Negative
overthrow,Negative
overthrows,Negative
overturn,Negative
overweight,Negative
overwhelm,Negative
overwhelmed,Negative
overwhelming,Negative
overwhelmingly,Negative
overwhelms,Negative
overzealous,Negative
overzealously,Negative
overzelous,Negative
pain,Negative
painful,Negative
painfull,Negative
painfully,Negative
pains,Negative
pale,Negative
pales,Negative
paltry,Negative
pan,Negative
pander,Negative
pandering,Negative
panders,Negative
panic,Negative
panick,Negative
panicked,Negative
panicking,Negative
panicky,Negative
partiality,Negative
partisan,Negative
partisans,Negative
passe,Negative
passive,Negative
passiveness,Negative
pathetic,Negative
pathetically,Negative
pertinacious,Negative
pertinaciously,Negative
pertinacity,Negative
perturb,Negative
perturbed,Negative
pervasive,Negative
perverse,Negative
perversely,Negative
perversion,Negative
perversity,Negative
pervert,Negative
perverted,Negative
perverts,Negative
pessimism,Negative
pessimistic,Negative
pessimistically,Negative
pest,Negative
pestilent,Negative
petrified,Negative
petrify,Negative
pettifog,Negative
petty,Negative
phobia,Negative
phobic,Negative
phony,Negative
picket,Negative
picketed,Negative
picketing,Negative
pickets,Negative
picky,Negative
pig,Negative
pigs,Negative
pillage,Negative
pillory,Negative
pimple,Negative
pinch,Negative
pique,Negative
pitiable,Negative
pitiful,Negative
pitifully,Negative
pitiless,Negative
pitilessly,Negative
pittance,Negative
pity,Negative
plagiarize,Negative
plague,Negative
plasticky,Negative
plaything,Negative
plea,Negative
pleas,Negative
plebeian,Negative
plight,Negative
plot,Negative
plotters,Negative
ploy,Negative
plunder,Negative
plunderer,Negative
pointless,Negative
pointlessly,Negative
poison,Negative
poisonous,Negative
poisonously,Negative
pokey,Negative
poky,Negative
polarisation,Negative
polemize,Negative
pollute,Negative
polluter,Negative
polluters,Negative
polution,Negative
pompous,Negative
poor,Negative
poorer,Negative
poorest,Negative
poorly,Negative
posturing,Negative
pout,Negative
poverty,Negative
powerless,Negative
prate,Negative
pratfall,Negative
prattle,Negative
precarious,Negative
precariously,Negative
precipitate,Negative
precipitous,Negative
predatory,Negative
predicament,Negative
prejudge,Negative
prejudice,Negative
prejudices,Negative
prejudicial,Negative
premeditated,Negative
preoccupy,Negative
preposterous,Negative
preposterously,Negative
presumptuous,Negative
presumptuously,Negative
pretence,Negative
pretend,Negative
pretense,Negative
pretentious,Negative
pretentiously,Negative
prevaricate,Negative
pricey,Negative
pricier,Negative
prick,Negative
prickle,Negative
prickles,Negative
prideful,Negative
prik,Negative
primitive,Negative
prison,Negative
prisoner,Negative
problem,Negative
problematic,Negative
problems,Negative
procrastinate,Negative
procrastinates,Negative
procrastination,Negative
profane,Negative
profanity,Negative
prohibit,Negative
prohibitive,Negative
prohibitively,Negative
propaganda,Negative
propagandize,Negative
proprietary,Negative
prosecute,Negative
protest,Negative
protested,Negative
protesting,Negative
protests,Negative
protracted,Negative
provocation,Negative
provocative,Negative
provoke,Negative
pry,Negative
pugnacious,Negative
pugnaciously,Negative
pugnacity,Negative
punch,Negative
punish,Negative
punishable,Negative
punitive,Negative
punk,Negative
puny,Negative
puppet,Negative
puppets,Negative
puzzled,Negative
puzzlement,Negative
puzzling,Negative
quack,Negative
qualm,Negative
qualms,Negative
quandary,Negative
quarrel,Negative
quarrellous,Negative
quarrellously,Negative
quarrels,Negative
quarrelsome,Negative
quash,Negative
queer,Negative
questionable,Negative
quibble,Negative
quibbles,Negative
quitter,Negative
rabid,Negative
racism,Negative
racist,Negative
racists,Negative
racy,Negative
radical,Negative
radicalization,Negative
radically,Negative
radicals,Negative
rage,Negative
ragged,Negative
raging,Negative
rail,Negative
raked,Negative
ramshackle,Negative
rancor,Negative
randomly,Negative
rankle,Negative
rant,Negative
ranted,Negative
ranting,Negative
rantingly,Negative
rants,Negative
rascal,Negative
rascals,Negative
rash,Negative
rattle,Negative
rattled,Negative
rattles,Negative
ravage,Negative
raving,Negative
reactionary,Negative
rebellious,Negative
rebuff,Negative
rebuke,Negative
recalcitrant,Negative
recant,Negative
recession,Negative
recessionary,Negative
reckless,Negative
recklessly,Negative
recklessness,Negative
recoil,Negative
recourses,Negative
redundancy,Negative
redundant,Negative
refusal,Negative
refuse,Negative
refused,Negative
refuses,Negative
refusing,Negative
refutation,Negative
refute,Negative
refuted,Negative
refutes,Negative
refuting,Negative
regress,Negative
regression,Negative
regressive,Negative
regret,Negative
regreted,Negative
regretful,Negative
regretfully,Negative
regrets,Negative
regrettable,Negative
regrettably,Negative
regretted,Negative
reject,Negative
rejected,Negative
rejecting,Negative
rejection,Negative
rejects,Negative
relentless,Negative
relentlessly,Negative
relentlessness,Negative
reluctance,Negative
reluctant,Negative
reluctantly,Negative
remorse,Negative
remorseful,Negative
remorsefully,Negative
remorseless,Negative
remorselessly,Negative
remorselessness,Negative
renounce,Negative
renunciation,Negative
reprimand,Negative
reproach,Negative
reproachful,Negative
reprove,Negative
reprovingly,Negative
repudiate,Negative
repudiation,Negative
repugn,Negative
repugnance,Negative
repugnant,Negative
repugnantly,Negative
repulse,Negative
repulsed,Negative
repulsing,Negative
repulsive,Negative
repulsively,Negative
repulsiveness,Negative
resent,Negative
resentful,Negative
resentment,Negative
resignation,Negative
resigned,Negative
resistance,Negative
restless,Negative
restlessness,Negative
restrict,Negative
restricted,Negative
restriction,Negative
restrictive,Negative
resurgent,Negative
retaliate,Negative
retaliatory,Negative
retard,Negative
retarded,Negative
retardedness,Negative
retards,Negative
reticent,Negative
retract,Negative
retreat,Negative
retreated,Negative
revenge,Negative
revengeful,Negative
revengefully,Negative
revert,Negative
revile,Negative
reviled,Negative
revoke,Negative
revolt,Negative
revolting,Negative
revoltingly,Negative
revulsion,Negative
revulsive,Negative
rhapsodize,Negative
rhetoric,Negative
rhetorical,Negative
ricer,Negative
ridicule,Negative
ridicules,Negative
ridiculous,Negative
ridiculously,Negative
rife,Negative
rift,Negative
rifts,Negative
rigid,Negative
rigidity,Negative
rigidness,Negative
rile,Negative
riled,Negative
rip,Negative
ripoff,Negative
ripped,Negative
risk,Negative
risks,Negative
risky,Negative
rival,Negative
rivalry,Negative
roadblocks,Negative
rocky,Negative
rogue,Negative
rollercoaster,Negative
rot,Negative
rotten,Negative
rough,Negative
rremediable,Negative
rubbish,Negative
rude,Negative
rue,Negative
ruffian,Negative
ruffle,Negative
ruin,Negative
ruined,Negative
ruining,Negative
ruinous,Negative
ruins,Negative
rumbling,Negative
rumor,Negative
rumors,Negative
rumours,Negative
rumple,Negative
runaway,Negative
rupture,Negative
rust,Negative
rusts,Negative
rusty,Negative
rut,Negative
ruthless,Negative
ruthlessly,Negative
ruthlessness,Negative
ruts,Negative
sabotage,Negative
sack,Negative
sad,Negative
sadden,Negative
sadly,Negative
sadness,Negative
sag,Negative
sagged,Negative
sagging,Negative
saggy,Negative
sags,Negative
salacious,Negative
sanctimonious,Negative
sap,Negative
sarcastically,Negative
sardonic,Negative
sardonically,Negative
sass,Negative
satirical,Negative
satirize,Negative
savage,Negative
savaged,Negative
savagery,Negative
savages,Negative
scaly,Negative
scam,Negative
scams,Negative
scandal,Negative
scandalize,Negative
scandalized,Negative
scandalous,Negative
scandalously,Negative
scandals,Negative
scandel,Negative
scandels,Negative
scant,Negative
scapegoat,Negative
scar,Negative
scarce,Negative
scarcely,Negative
scarcity,Negative
scare,Negative
scared,Negative
scarier,Negative
scariest,Negative
scarily,Negative
scarred,Negative
scars,Negative
scary,Negative
scathing,Negative
scathingly,Negative
sceptical,Negative
scoff,Negative
scoffingly,Negative
scold,Negative
scolded,Negative
scolding,Negative
scoldingly,Negative
scorching,Negative
scorchingly,Negative
scorn,Negative
scornful,Negative
scornfully,Negative
scoundrel,Negative
scourge,Negative
scowl,Negative
scramble,Negative
scrambled,Negative
scrambles,Negative
scrambling,Negative
scrap,Negative
scratch,Negative
scratched,Negative
scratches,Negative
scratchy,Negative
scream,Negative
screech,Negative
screwed,Negative
screwy,Negative
scuff,Negative
scuffs,Negative
scum,Negative
scummy,Negative
secretive,Negative
sedentary,Negative
seedy,Negative
seethe,Negative
seething,Negative
selfinterested,Negative
selfish,Negative
selfishly,Negative
selfishness,Negative
senile,Negative
sensationalize,Negative
senseless,Negative
senselessly,Negative
seriousness,Negative
sermonize,Negative
servitude,Negative
setback,Negative
setbacks,Negative
sever,Negative
severe,Negative
severity,Negative
shit,Negative
sh*t,Negative
shabby,Negative
shadowy,Negative
shady,Negative
shake,Negative
shaky,Negative
shallow,Negative
sham,Negative
shambles,Negative
shame,Negative
shameful,Negative
shamefully,Negative
shamefulness,Negative
shameless,Negative
shamelessly,Negative
shamelessness,Negative
shark,Negative
sharply,Negative
shatter,Negative
shemale,Negative
shimmer,Negative
shimmy,Negative
shipwreck,Negative
shirk,Negative
shirker,Negative
shit,Negative
shiver,Negative
shock,Negative
shocked,Negative
shocking,Negative
shockingly,Negative
shoddy,Negative
shortage,Negative
shortchange,Negative
shortcoming,Negative
shortcomings,Negative
shortness,Negative
shortsighted,Negative
shortsightedness,Negative
showdown,Negative
shrew,Negative
shriek,Negative
shrill,Negative
shrilly,Negative
shrivel,Negative
shroud,Negative
shrouded,Negative
shrug,Negative
shun,Negative
shunned,Negative
sick,Negative
sicken,Negative
sickening,Negative
sickeningly,Negative
sickly,Negative
sickness,Negative
sidetrack,Negative
sidetracked,Negative
siege,Negative
sillily,Negative
silly,Negative
simplistic,Negative
simplistically,Negative
sin,Negative
sinful,Negative
sinfully,Negative
sinister,Negative
sinisterly,Negative
sink,Negative
sinking,Negative
skeletons,Negative
skeptic,Negative
skeptical,Negative
skeptically,Negative
skepticism,Negative
sketchy,Negative
skimpy,Negative
skinny,Negative
skittish,Negative
skittishly,Negative
skulk,Negative
slack,Negative
slander,Negative
slanderer,Negative
slanderous,Negative
slanderously,Negative
slanders,Negative
slap,Negative
slashing,Negative
slaughter,Negative
slaughtered,Negative
slave,Negative
slaves,Negative
sleazy,Negative
slime,Negative
slog,Negative
slogged,Negative
slogging,Negative
slogs,Negative
sloooooooooooooow,Negative
sloooow,Negative
slooow,Negative
sloow,Negative
sloppily,Negative
sloppy,Negative
sloth,Negative
slothful,Negative
slow,Negative
slowed,Negative
slower,Negative
slowest,Negative
slowly,Negative
sloww,Negative
slowww,Negative
slowwww,Negative
slug,Negative
sluggish,Negative
slump,Negative
slumping,Negative
slumpping,Negative
slur,Negative
slut,Negative
sluts,Negative
sly,Negative
smack,Negative
smallish,Negative
smash,Negative
smear,Negative
smell,Negative
smelled,Negative
smelling,Negative
smells,Negative
smelly,Negative
smelt,Negative
smoke,Negative
smokescreen,Negative
smolder,Negative
smoldering,Negative
smother,Negative
smoulder,Negative
smouldering,Negative
smudge,Negative
smudged,Negative
smudges,Negative
smudging,Negative
smug,Negative
smugly,Negative
smut,Negative
smuttier,Negative
smuttiest,Negative
smutty,Negative
snag,Negative
snagged,Negative
snagging,Negative
snags,Negative
snappish,Negative
snappishly,Negative
snare,Negative
snarky,Negative
snarl,Negative
sneak,Negative
sneakily,Negative
sneaky,Negative
sneer,Negative
sneering,Negative
sneeringly,Negative
snob,Negative
snobbish,Negative
snobby,Negative
snobish,Negative
snobs,Negative
snub,Negative

rosy,Positive
safe,Positive
safely,Positive
sagacity,Positive
sagely,Positive
saint,Positive
saintliness,Positive
saintly,Positive
salutary,Positive
salute,Positive
sane,Positive
satisfactorily,Positive
satisfactory,Positive
satisfied,Positive
satisfies,Positive
satisfy,Positive
satisfying,Positive
satisified,Positive
saver,Positive
savings,Positive
savior,Positive
savvy,Positive
scenic,Positive
seamless,Positive
seasoned,Positive
secure,Positive
securely,Positive
selective,Positive
sensation,Positive
sensational,Positive
sensationally,Positive
sensations,Positive
sensible,Positive
sensibly,Positive
sensitive,Positive
serene,Positive
serenity,Positive
sexy,Positive
sharp,Positive
sharper,Positive
sharpest,Positive
shimmering,Positive
shimmeringly,Positive
shine,Positive
shiny,Positive
significant,Positive
silent,Positive
simpler,Positive
simplest,Positive
simplified,Positive
simplifies,Positive
simplify,Positive
simplifying,Positive
sincere,Positive
sincerely,Positive
sincerity,Positive
skill,Positive
skilled,Positive
skillful,Positive
skillfully,Positive
slammin,Positive
sleek,Positive
slick,Positive
smart,Positive
smarter,Positive
smartest,Positive
smartly,Positive
smile,Positive
smiles,Positive
smiling,Positive
smilingly,Positive
smitten,Positive
smooth,Positive
smoother,Positive
smoothes,Positive
smoothest,Positive
smoothly,Positive
snappy,Positive
snazzy,Positive
sociable,Positive
soft,Positive
softer,Positive
solace,Positive
solicitous,Positive
solicitously,Positive
solid,Positive
solidarity,Positive
soothe,Positive
soothingly,Positive
sophisticated,Positive
soulful,Positive
soundly,Positive
soundness,Positive
spacious,Positive
sparkle,Positive
sparkling,Positive
spectacular,Positive
spectacularly,Positive
speedily,Positive
speedy,Positive
spellbind,Positive
spellbinding,Positive
spellbindingly,Positive
spellbound,Positive
spirited,Positive
spiritual,Positive
splendid,Positive
splendidly,Positive
splendor,Positive
spontaneous,Positive
sporty,Positive
spotless,Positive
sprightly,Positive
stability,Positive
stabilize,Positive
stable,Positive
stainless,Positive
standout,Positive
stately,Positive
statuesque,Positive
staunch,Positive
staunchly,Positive
staunchness,Positive
steadfast,Positive
steadfastly,Positive
steadfastness,Positive
steadiest,Positive
steadiness,Positive
steady,Positive
stellar,Positive
stellarly,Positive
stimulate,Positive
stimulates,Positive
stimulating,Positive
stimulative,Positive
stirringly,Positive
straighten,Positive
straightforward,Positive
streamlined,Positive
striking,Positive
strikingly,Positive
striving,Positive
strong,Positive
stronger,Positive
strongest,Positive
stunned,Positive
stunning,Positive
stunningly,Positive
stupendous,Positive
stupendously,Positive
sturdier,Positive
sturdy,Positive
stylish,Positive
stylishly,Positive
stylized,Positive
suave,Positive
suavely,Positive
sublime,Positive
subsidize,Positive
subsidized,Positive
subsidizes,Positive
subsidizing,Positive
substantive,Positive
succeed,Positive
succeeded,Positive
succeeding,Positive
succeeds,Positive
succes,Positive
success,Positive
successes,Positive
successful,Positive
successfully,Positive
suffice,Positive
sufficed,Positive
suffices,Positive
sufficient,Positive
sufficiently,Positive
suitable,Positive
sumptuous,Positive
sumptuously,Positive
sumptuousness,Positive
super,Positive
superb,Positive
superbly,Positive
superior,Positive
superiority,Positive
supple,Positive
support,Positive
supported,Positive
supporter,Positive
supporting,Positive
supportive,Positive
supports,Positive
supremacy,Positive
supreme,Positive
supremely,Positive
supurb,Positive
supurbly,Positive
surmount,Positive
surpass,Positive
surreal,Positive
survival,Positive
survivor,Positive
sustainability,Positive
sustainable,Positive
swank,Positive
swankier,Positive
swankiest,Positive
swanky,Positive
sweeping,Positive
sweet,Positive
sweeten,Positive
sweetheart,Positive
sweetly,Positive
sweetness,Positive
swift,Positive
swiftness,Positive
talent,Positive
talented,Positive
talents,Positive
tantalize,Positive
tantalizing,Positive
tantalizingly,Positive
tempt,Positive
tempting,Positive
temptingly,Positive
tenacious,Positive
tenaciously,Positive
tenacity,Positive
tender,Positive
tenderly,Positive
terrific,Positive
terrifically,Positive
thank,Positive
thankful,Positive
thinner,Positive
thoughtful,Positive
thoughtfully,Positive
thoughtfulness,Positive
thrift,Positive
thrifty,Positive
thrill,Positive
thrilled,Positive
thrilling,Positive
thrillingly,Positive
thrills,Positive
thrive,Positive
thriving,Positive
tickle,Positive
tidy,Positive
timely,Positive
tingle,Positive
titillate,Positive
titillating,Positive
titillatingly,Positive
togetherness,Positive
top,Positive
topnotch,Positive
tops,Positive
tough,Positive
tougher,Positive
toughest,Positive
traction,Positive
tranquil,Positive
tranquility,Positive
transparent,Positive
treasure,Positive
tremendously,Positive
trendy,Positive
triumph,Positive
triumphal,Positive
triumphant,Positive
triumphantly,Positive
trivially,Positive
trophy,Positive
trump,Positive
trumpet,Positive
trust,Positive
trusted,Positive
trusting,Positive
trustingly,Positive
trustworthiness,Positive
trustworthy,Positive
trusty,Positive
truthful,Positive
truthfully,Positive
truthfulness,Positive
twinkly,Positive
unabashed,Positive
unabashedly,Positive
unaffected,Positive
unassailable,Positive
unbeatable,Positive
unbiased,Positive
unbound,Positive
uncomplicated,Positive
unconditional,Positive
undamaged,Positive
undaunted,Positive
understandable,Positive
undisputable,Positive
undisputably,Positive
undisputed,Positive
unencumbered,Positive
unequivocal,Positive
unequivocally,Positive
unfazed,Positive
unfettered,Positive
unforgettable,Positive
unity,Positive
unlimited,Positive
unmatched,Positive
unparalleled,Positive
unquestionable,Positive
unquestionably,Positive
unreal,Positive
unrestricted,Positive
unrivaled,Positive
unselfish,Positive
unwavering,Positive
upbeat,Positive
upgradable,Positive
upgradeable,Positive
upgraded,Positive
upheld,Positive
uphold,Positive
uplift,Positive
uplifting,Positive
upliftingly,Positive
upliftment,Positive
upscale,Positive
usable,Positive
useable,Positive
useful,Positive
valiant,Positive
valiantly,Positive
valor,Positive
valuable,Positive
variety,Positive
venerate,Positive
verifiable,Positive
veritable,Positive
versatile,Positive
versatility,Positive
vibrant,Positive
vibrantly,Positive
victorious,Positive
victory,Positive
viewable,Positive
vigilance,Positive
vigilant,Positive
virtue,Positive
virtuous,Positive
virtuously,Positive
visionary,Positive
vivacious,Positive
vivid,Positive
vouch,Positive
vouchsafe,Positive
warm,Positive
warmer,Positive
warmhearted,Positive
warmly,Positive
warmth,Positive
wealthy,Positive
welcome,Positive
well,Positive
wellbeing,Positive
whoa,Positive
wholeheartedly,Positive
wholesome,Positive
whooa,Positive
whoooa,Positive
wieldy,Positive
willing,Positive
willingly,Positive
willingness,Positive
win,Positive
windfall,Positive
winnable,Positive
winner,Positive
winners,Positive
winning,Positive
wins,Positive
wisdom,Positive
wise,Positive
wisely,Positive
witty,Positive
won,Positive
wonder,Positive
wonderful,Positive
wonderfully,Positive
wonderous,Positive
wonderously,Positive
wonders,Positive
wondrous,Positive
woo,Positive
work,Positive
workable,Positive
worked,Positive
works,Positive
worth,Positive
worthiness,Positive
worthwhile,Positive
worthy,Positive
wow,Positive
wowed,Positive
wowing,Positive
wows,Positive
yay,Positive
youthful,Positive
zeal,Positive
zenith,Positive
zest,Positive
zippy,Positive
gerne,Positive
